Cargo Muchacho Mountains, N3252-N3252 W11447-W11447
Caribbean region, N0700-N2300 W05800-W09000
Caribbean Sea, N0900-N2200 W06000-W07800
Cariboo Mountains, N5200-N5315 W11900-W12100
Caribou County Idaho, N4223-N4302 W11103-W11210
Carinthia Austria, N4630-N4700 E01500-E01230
Carleton County New Brunswick, N4555-N4645 W06650-W06750
Carlin Mine, N405445-N405445 W1161924-W1161924
Carlin Nevada, N4044-N4044 W11606-W11606
Carlin Trend, N4030-N4110 W11550-W11630
Carlisle County Kentucky, N3645-N3655 W08850-W08915
Carlsbad Caverns, N3202-N3210 W10423-W10442
Carlsbad New Mexico, N3225-N3225 W10414-W10414
Carlsberg Ridge, S0900-N1000 E07000-E05700
Carlton County Minnesota, N4622-N4645 W09217-W09305
Carmarthenshire Wales, N5140-N5208 W00341-W00448
Carmel Bay, N3634-N3634 W12156-W12156
Carmel California, N3634-N3634 W12156-W12156
Carmona Spain, N3728-N3728 W00538-W00538
Carnarvon Basin, S2700-S2100 E11600-E11430
Carnegie Ridge, S0300-N0100 W08100-W09200
Caroline County Maryland, N3838-N3908 W07542-W07601
Caroline County Virginia, N3747-N3815 W07705-W07740
Caroline Islands, N0500-N1000 E16600-E13000
Carpathians, N4600-N4950 E02800-E01800
Carpentaria Basin, S1900-S1500 E14300-E14000
Carriacou, N1229-N1229 W06126-W06126
Carrizo Plain, N3505-N3530 W11945-W12000
Carroll County Arkansas, N3611-N3630 W09316-W09353
Carroll County Georgia, N3325-N3347 W08449-W08520
Carroll County Illinois, N4156-N4215 W08941-W09013
Carroll County Indiana, N4025-N4043 W08623-W08645
Carroll County Iowa, N4153-N4213 W09438-W09506
Carroll County Kentucky, N3836-N3845 W08455-W08525
Carroll County Maryland, N3922-N394330 W07648-W07719
Carroll County Mississippi, N3312-N3341 W08940-W09013
Carroll County Missouri, N3912-N3937 W09307-W09348
Carroll County New Hampshire, N4328-N4417 W07056-W07134
Carroll County Ohio, N4025-N4043 W08051-W08119
Carroll County Tennessee, N3547-N3609 W08812-W08842
Carroll County Virginia, N3633-N3656 W08027-W08103
Carry-le-Rouet, N4320-N4320 E00510-E00510
Carson City County Nevada, N3907-N3913 W11935-W11955
Carson County Texas, N3510-N3535 W10110-W10140
Carson River, N3830-N3945 W11815-W11950
Cartagena Colombia, N1024-N1024 W07533-W07533
Carter County Kentucky, N3810-N3830 W08247-W08323
Carter County Missouri, N3648-N3707 W09039-W09115
Carter County Montana, N4500-N4608 W10403-W10502
Carter County Oklahoma, N3404-N3431 W09656-W09733
Carter County Tennessee, N3607-N3630 W08156-W08223
Carteret County North Carolina, N3435-N3505 W07602-W07710
Cartersville Georgia, N3409-N3409 W08449-W08449
Carver County Minnesota, N4440-N4458 W09330-W09402
Casablanca Morocco, N3339-N3339 W00735-W00735
Casapalca Peru, S1144-S1144 W07614-W07614
Cascade County Montana, N4649-N4741 W11039-W11203
Cascade Range, N4000-N5100 W12030-W12300
Cascadia Channel, N4330-N4330 W13000-W13000
Caserta Italy, N5231-N5231 W00753-W00753
Casey County Kentucky, N3710-N3735 W08440-W08510
Casper Wyoming, N4250-N4250 W10620-W10620
Caspian Basin, N3630-N4900 E05530-E04500
Caspian Depression, N4500-N5200 E05700-E04230
Caspian Sea, N3600-N4800 E05300-E04700
Cass County Illinois, N3952-N4008 W09000-W09030
Cass County Indiana, N4034-N4054 W08610-W08635
Cass County Iowa, N4110-N4130 W09442-W09509
Cass County Michigan, N4145-N4205 W08545-W08616
Cass County Minnesota, N4620-N4728 W09345-W09448
Cass County Missouri, N3827-N3849 W09403-W09437
Cass County Nebraska, N4047-N4106 W09547-W09629
Cass County North Dakota, N4638-N4715 W09647-W09743
Cass County Texas, N3252-N3316 W09402-W09440
Cassia County Idaho, N4200-N4240 W11300-W11420
Castellane France, N4350-N4350 E00630-E00630
Castellon de la Plana City Spain, N3959-N3959 W00003-W00003
Castellon Spain, N3942-N4048 E00030-W00053
Castilla y Leon Spain, N4005-N4315 W00148-W00705
Castilla-La Mancha Spain, N3802-N4038 W00055-W00525
Castle Hayne North Carolina, N3420-N3420 W07754-W07754
Castleton Vermont, N4336-N4336 W07311-W07311
Castro County Texas, N3415-N3440 W10159-W10230
Caswell County North Carolina, N3614-N3633 W07908-W07932
Catahoula Parish Louisiana, N3113-N3158 W09130-W09201
Catalonia Spain, N4030-N4230 E00330-E00000
Catamarca Argentina, S3000-S2500 W06500-W06900
Catanda Angola, S1231-S1231 E01454-E01454
Catawba County North Carolina, N3535-N3547 W08058-W08132
Catoosa County Georgia, N3445-N3458 W08459-W08517
Catron County New Mexico, N3310-N3435 W10745-W10904
Cattaraugus County New York, N4200-N4233 W07819-W07904
Caucasus, N4100-N4400 E04800-E04000
Cavalier County North Dakota, N4835-N4900 W09755-W09900
Cavnic Romania, N4740-N4740 E02352-E02352
Cayman Islands, N1915-N1945 W07945-W08130
Cayuga County New York, N4237-N4325 W07618-W07645
Cayuga Lake, N4226-N4255 W07628-W07648
Ceara Brazil, S0750-S0250 W03710-W04120
Ceara Rise, N0300-N0700 W03900-W04600
Cecil County Maryland, N3922-N3943 W07546-W07614
Cedar County Iowa, N4135-N4155 W09052-W09122
Cedar County Missouri, N3735-N3750 W09335-W09405
Cedar County Nebraska, N4220-N4252 W09700-W09730
Celebes, S0537-N0145 E12505-E11845
Celebes Sea, N0100-N0730 E12700-E11730
Celje Slovenia, N4614-N4614 E01516-E01516
Celtic Sea, N4830-N5200 W00300-W01000
Central Africa, S1800-N1130 E03130-E00830
Central African Republic, N0300-N1200 E02730-E01400
Central Alps, N4600-N4700 E01130-E00900
Central America, N0710-N1830 W07710-W09215
Central Asia, N3700-N5300 E08600-E04300
Central Atlantic Coastal Plain, N3400-N3730 W07520-W08000
Central Austrian Alps, N4635-N4746 E01635-E00952
Central Bohemian Pluton, N4845-N4940 E01532-E01442
Central Bulgaria, N4140-N4310 E02800-E02245
Central Europe, N4530-N5500 E02400-E00600
Central Florida, N2700-N2900 W08005-W08250
Central Indian Ridge, S4000-S0500 E08000-E06300
Central Kazakhstan, N4500-N5500 E07900-E06500
Central Massif, N4400-N4700 E00500-E00045
Central Transdanubia, N4642-N4749 E01910-E01710
Central Urals, N5300-N6000 E06230-E05630
Centre County Pennsylvania, N4040-N4147 W07710-W07822
Cephalonia, N3803-N3830 E02049-E02016
Cerro de Pasco Peru, S1043-S1043 W07615-W07615
Cerro Gordo County Iowa, N4252-N4315 W09305-W09330
Cerro Hudson, S4608-S4608 W07309-W07309
Cerro Prieto Field, N3220-N3226 W11514-W11518
Ceuta, N3553-N3553 W00519-W00519
Chaco Argentina, S2745-S2400 W05745-W06245
Chaco Paraguay, S2100-S1916 W05910-W06155
Chad, N0720-N2330 E02400-E01330
Chadak Uzbekistan, N4057-N4057 E07046-E07046
Chaffee County Colorado, N3822-N3904 W10550-W10638
Chalk River Ontario, N4601-N4601 W07728-W07728
Chalkidiki, N3940-N4050 E02425-E02250
Challis Idaho, N4430-N4430 W11415-W11415
Chambers County Alabama, N3242-N3307 W08510-W08537
Chambers County Texas, N2927-N2953 W09423-W09505
Chambly County Quebec, N4520-N4532 W07315-W07330
Champaign County Illinois, N3952-N4023 W08754-W08827
Champaign County Ohio, N4000-N4016 W08330-W08404
Champlain County Quebec, N4625-N4900 W07210-W07445
Chanares Argentina, S3210-S3210 W06330-W06330
Chandigarh India, N3044-N3044 E07649-E07649
Changxing China, N3103-N3103 E11954-E11954
Channel Islands, N3240-N3410 W11815-W12030
Channel Tunnel, N5057-N5105 E00150-E00111
Chao Phraya River, N1330-N1542 E10035-E10004
Charente France, N4510-N4610 E00055-W00030
Charente-Maritime France, N4505-N4620 E00002-W00135
Chariton County Missouri, N3915-N3940 W09240-W09315
Charles City County Virginia, N3715-N3729 W07653-W07715
Charles County Maryland, N3815-N3842 W07640-W07717
Charles Mix County South Dakota, N4250-N4330 W09805-W0991550
Charleston County South Carolina, N3228-N3313 W07915-W08025
Charleston South Carolina, N3248-N3248 W07958-W07958
Charleston West Virginia, N3823-N3823 W08140-W08140
Charlevoix County Michigan, N4508-N4550 W08445-W08545
Charlevoix Michigan, N4519-N4519 W08516-W08516
Charlevoix-Est County Quebec, N4730-N4810 W06945-W07030
Charlevoix-Ouest County Quebec, N4715-N4800 W07015-W07125
Charlotte County Florida, N2645-N2702 W08134-W08222
Charlotte County New Brunswick, N4440-N4530 W06625-W06730
Charlotte County Virginia, N3643-N3715 W07827-W07855
Charlotte North Carolina, N3503-N3503 W08050-W08050
Charlton County Georgia, N3020-N3110 W08155-W08225
Charters Towers Australia, S2002-S2002 E14620-E14620
Chase County Kansas, N3806-N3830 W09624-W09650
Chase County Nebraska, N4021-N4042 W10120-W10204
Chateauguay County Quebec, N4501-N4520 W07335-W07407
Chatham County Georgia, N3143-N3215 W08051-W08125
Chatham County North Carolina, N3531-N3553 W07854-W07933
Chatham Islands, S4430-S4330 W17600-W17700
Chatham Rise, S4430-S4300 W17700-E17430
Chatkal Range, N4100-N4210 E07235-E06945
Chattahoochee County Georgia, N3215-N3232 W08437-W08455
Chattahoochee River, N3040-N3450 W08330-W08515
Chattooga County Georgia, N3415-N3435 W08510-W08535
Chautauqua County Kansas, N3700-N3718 W09557-W09631
Chautauqua County New York, N4200-N4235 W07905-W07947
Chaves County New Mexico, N3230-N3405 W10330-W10522
Chaves Island, S0038-S0038 W09023-W09023
Cheatham County Tennessee, N3603-N3628 W08652-W08717
Cheboygan County Michigan, N4512-N4545 W08415-W08445
Chechen-Ingush Russian Federation, N4230-N4400 E04630-E04430
Chechnya Russian Federation, N4230-N4400 E04630-E04450
Chedabucto Bay, N4520-N4535 W06100-W06130
Cheju Island, N3312-N3335 E12650-E12610
Chekalin Russian Federation, N5406-N5406 E03615-E03615
Chelan County Washington, N4717-N4835 W11950-W12110
Cheleken Peninsula, N3910-N3940 E05330-E05305
Cheleken Turkmenia, N3926-N3926 E05311-E05311
Chemnitz Germany, N5050-N5050 E01255-E01255
Chemung County New York, N4200-N4236 W07632-W07657
Chemung River, N4159-N4215 W07630-W07705
Chenango County New York, N4210-N4245 W07517-W07552
Chenango River, N4213-N4253 W07522-W07551
Chengjiang China, N2440-N2440 E10255-E10255
Chennai India, N1305-N1305 E08018-E08018
Cher France, N4625-N4740 E00307-E00145
Chernobyl Ukraine, N5116-N5116 E03015-E03015
Cherokee County Alabama, N3356-N3430 W08523-W08553
Cherokee County Georgia, N3405-N3424 W08415-W08440
Cherokee County Iowa, N4233-N4254 W09523-W09553
Cherokee County Kansas, N3700-N3721 W09424-W09505
Cherokee County North Carolina, N3459-N3518 W08342-W08421
Cherokee County Oklahoma, N3538-N3610 W09448-W09515
Cherokee County South Carolina, N3450-N3513 W08122-W08152
Cherokee County Texas, N3125-N3208 W09450-W09526
Cherry County Nebraska, N4205-N4300 W10010-W10205
Chesapeake Bay, N3655-N3937 W07540-W07633
Cheshire County New Hampshire, N4243-N4311 W07155-W07235
Cheshire England, N5300-N5330 W00200-W00320
Chesil Beach England, N5036-N5036 W00232-W00232
Chester County Pennsylvania, N3943-N4014 W07522-W07607
Chester County South Carolina, N3433-N3450 W08052-W08128
Chester County Tennessee, N3514-N3534 W08823-W08852
Chesterfield County South Carolina, N3423-N3449 W07948-W08034
Chesterfield County Virginia, N3714-N3734 W07715-W07753
Cheyenne County Colorado, N3836-N3902 W10202-W10305
Cheyenne County Kansas, N3933-N4000 W10124-W10203
Cheyenne County Nebraska, N4100-N4125 W10235-W10323
Chhattisgarh India, N1745-N2405 E08425-E08010
Chiapas Mexico, N1432-N1800 W09020-W09410
Chiatura Georgian Republic, N4215-N4215 E04317-E04317
Chiba Japan, N3452-N3607 E14052-E13945
Chiba Peninsula, N3454-N3543 E14052-E13946
Chibougamau Quebec, N4956-N4956 W07424-W07424
Chicago Illinois, N4150-N4150 W08745-W08745
Chichagof Island, N5720-N5815 W13445-W13635
Chichibu Japan, N3600-N3600 E13908-E13908
Chichibu Mine, N3555-N3555 E13908-E13908
Chickasaw County Iowa, N4252-N4312 W09205-W09235
Chickasaw County Mississippi, N3343-N3405 W08842-W08912
Chickmagalur India, N1320-N1320 E07546-E07546
Chicot County Arkansas, N3300-N3335 W09103-W09127
Chicoutimi County Quebec, N4800-N5230 W06945-W07145
Chihuahua Mexico, N2545-N3200 W10300-W10800
Chihuahuan Desert, N2200-N3400 W09900-W11000
Childress County Texas, N3415-N3440 W10000-W10025
Chile, S5600-S1745 W06700-W07600
Chile Ridge, S4530-S3500 W08000-W10500
Chilly Buttes, N4405-N4405 E11354-E11354
Chilton County Alabama, N3240-N3305 W08625-W08702
China, N2000-N5300 E13500-E07400
China Sea, N0000-N3500 E13000-E09900
Chingis-Tau, N4800-N4945 E08000-E07800
Chinkuashih Mine, N2507-N2507 E12151-E12151
Chinkuashih Taiwan, N2507-N2507 E12151-E12151
Chios, N3808-N3835 E02605-E02545
Chippewa County Michigan, N4555-N4648 W08330-W08515
Chippewa County Minnesota, N4445-N4510 W09515-W09602
Chippewa County Wisconsin, N4435-N4520 W09055-W09140
Chirchik River, N4050-N4135 E06915-E06845
Chirchik Uzbekistan, N4128-N4128 E06931-E06931
Chisago County Minnesota, N4517-N4545 W09240-W09310
Chitistone Pass, N6136-N6136 W14203-W14203
Chitral Pakistan, N3552-N3552 E07158-E07158
Chittenden County Vermont, N4408-N4443 W07248-W07350
Choc Nappe, N4800-N4900 E02000-E01700
Choctaw County Alabama, N3141-N3217 W08757-W08825
Choctaw County Mississippi, N3308-N3333 W08906-W08928
Choctaw County Oklahoma, N3352-N3408 W09509-W09557
Choctawhatchee Bay, N3023-N3030 W08605-W08638
Chokai, N3908-N3908 E14004-E14004
Cholame California, N3544-N3544 W12016-W12016
Chongqing China, N2810-N3215 E11015-E10520
Choptank River, N383350-N3905 W07535-W07610
Chor Pakistan, N2535-N2535 E06948-E06948
Chorzow Poland, N5019-N5019 E01856-E01856
Choshi Japan, N3543-N3543 E14051-E14051
Chouteau County Montana, N4724-N4820 W10930-W11125
Chowan County North Carolina, N3600-N3619 W07625-W07642
Choybalsan Mongolia, N4802-N4802 E11432-E11432
Christchurch New Zealand, S4333-S4333 E17240-E17240
Christian County Illinois, N3918-N3950 W08901-W08934
Christian County Kentucky, N3637-N3710 W08714-W08742
Christian County Missouri, N3649-N3707 W09255-W09337
Chu Kazakhstan, N4340-N4340 E07347-E07347
Chu River, N4228-N4500 E07609-E06717
Chu-Sarysu Depression, N4245-N4800 E07800-E06500
Chubut Argentina, S4600-S4200 W06400-W07300
Chudleigh England, N5036-N5036 W00345-W00345
Chugach Mountains, N6000-N6200 W14000-W14900
Chugoku, N3415-N3530 E13430-E13130
Chukchi Peninsula, N6400-N7200 W17000-E15300
Chukchi Sea, N6600-N7130 W15600-E17700
Chuquicamata Chile, S2220-S2220 W06856-W06856
Church Stretton England, N5232-N5232 W00249-W00249
Churchill County Nevada, N3904-N4000 W11725-W11915
Churchill Manitoba, N5845-N5845 W09400-W09400
Churchill Province, N5330-N7900 W06400-W11400
Chuya Russian Federation, N5928-N5928 E11220-E11220
Chvaletice Czech Republic, N5002-N5002 E01526-E01526
Cibola County New Mexico, N3435-N3520 W10705-W10900
Cieszyn Poland, N4945-N4945 E01835-E01835
Cilento, N4005-N4025 E01515-E01500
Cimarron County Oklahoma, N3630-N3700 W10202-W10300
Ciminna Basin, N3752-N3756 E01337-E01327
Cincinnati Ohio, N3910-N3910 W08430-W08430
Citrus County Florida, N2839-N2902 W08211-W08244
Ciudad Real Spain, N3821-N3937 W00240-W00505
Clackamas County Oregon, N4450-N4530 W12140-W12250
Claiborne County Mississippi, N3147-N3212 W09044-W09113
Claiborne County Tennessee, N3623-N3636 W08323-W08402
Claiborne Parish Louisiana, N3235-N3300 W09244-W09314
Clallam County Washington, N4751-N4825 W12255-W12445
Clare County Michigan, N4348-N4410 W08437-W08508
Clare Ireland, N5234-N5310 W00820-W00956
Clarence-Moreton Basin, S3010-S2700 E15330-E15050
Clarendon County South Carolina, N3326-N3355 W07952-W08031
Clarion County Pennsylvania, N4058-N4125 W07910-W07943
Clark County Arkansas, N3343-N3420 W09253-W09331
Clark County Idaho, N4358-N4435 W11138-W11300
Clark County Illinois, N3910-N3930 W08730-W08801
Clark County Indiana, N3815-N3837 W08525-W08600
Clark County Kansas, N3700-N3728 W09933-W10007
Clark County Kentucky, N3749-N3807 W08357-W08422
Clark County Missouri, N4031-N4038 W09126-W09158
Clark County Nevada, N3502-N3653 W11403-W11553
Clark County Ohio, N3947-N4003 W08332-W08403
Clark County South Dakota, N4433-N4509 W09729-W09759
Clark County Washington, N4534-N4604 W12215-W12248
Clark County Wisconsin, N4425-N4502 W09019-W09055
Clarke County Alabama, N3110-N3158 W08732-W08808
Clarke County Georgia, N3350-N3403 W08315-W08333
Clarke County Iowa, N4053-N4109 W09334-W09402
Clarke County Mississippi, N3148-N3213 W08826-W08854
Clarke County Virginia, N3858-N3915 W07750-W07809
Clarno Oregon, N4456-N4456 W12027-W12027
Clatsop County Oregon, N4545-N4615 W12320-W12402
Clay County Alabama, N3305-N3329 W08541-W08608
Clay County Arkansas, N3611-N3632 W09005-W09050
Clay County Florida, N2942-N3011 W08136-W08202
Clay County Georgia, N3130-N3147 W08448-W08505
Clay County Illinois, N3836-N3854 W08817-W08842
Clay County Indiana, N3908-N3935 W08655-W08715
Clay County Iowa, N4254-N4315 W09455-W09523
Clay County Kansas, N3908-N3933 W09657-W09723
Clay County Kentucky, N3656-N3720 W08329-W08358
Clay County Minnesota, N4638-N4709 W09610-W09650
Clay County Mississippi, N3330-N3353 W08826-W08903
Clay County Missouri, N3908-N3926 W09412-W09437
Clay County Nebraska, N4023-N4043 W09751-W09816
Clay County North Carolina, N3458-N3510 W08332-W08400
Clay County South Dakota, N4243-N4306 W09648-W09710
Clay County Tennessee, N3625-N3637 W08516-W08548
Clay County Texas, N3328-N3412 W09757-W09827
Clay County West Virginia, N3816-N3840 W08049-W08118
Clayton County Georgia, N3320-N3340 W08415-W08425
Clayton County Iowa, N4237-N4305 W09053-W09137
Clear Creek County Colorado, N3935-N3950 W10525-W10555
Clearfield County Pennsylvania, N4040-N4118 W07804-W07848
Clearwater County Idaho, N4616-N4654 W11437-W11626
Clearwater County Minnesota, N4709-N4802 W09510-W09535
Cleburne County Alabama, N3327-N3357 W08518-W08552
Cleburne County Arkansas, N3523-N3543 W09148-W09215
Cleft Segment, N4430-N4500 W13012-W13026
Clermont County Ohio, N3845-N3915 W08359-W08420
Clermont France, N4923-N4923 E00226-E00226
Clermont-Ferrand France, N4547-N4547 E00305-E00305
Cleveland County Arkansas, N3340-N3403 W09103-W09229
Cleveland County North Carolina, N3509-N3536 W08120-W08147
Cleveland County Oklahoma, N3455-N3523 W09708-W09740
Cleveland Ohio, N4130-N4130 W08141-W08141
Climax Colorado, N3922-N3922 W10611-W10611
Clinch County Georgia, N3035-N3112 W08225-W08255
Clinton County Illinois, N3825-N3845 W08908-W08943
Clinton County Indiana, N4011-N4025 W08615-W08643
Clinton County Iowa, N4143-N4203 W09010-W09054
Clinton County Kentucky, N3635-N3652 W08459-W08515
Clinton County Michigan, N4243-N4308 W08422-W08452
Clinton County Missouri, N3927-N3943 W09412-W09437
Clinton County New York, N4426-N4502 W07322-W07402
Clinton County Ohio, N3918-N3934 W08335-W08400
Clinton County Pennsylvania, N4057-N4128 W07709-W07806
Clitheroe England, N5353-N5353 W00223-W00223
Cloncurry mining district, S2215-S1930 E14100-E13930
Cloud County Kansas, N3920-N3940 W09723-W09755
Coahoma County Mississippi, N3359-N3430 W09025-W09058
Coahuila Mexico, N2430-N2950 W10000-W10400
Coal County Oklahoma, N3425-N3445 W09605-W09633
Coalinga California, N3608-N3608 W12022-W12022
Coalsack Bluff, S8414-S8414 E16225-E16225
CoAxial Segment, N4530-N4630 W12900-W13000
Cobalt Ontario, N4724-N4724 W07941-W07941
Cobar Australia, S3130-S3130 E14549-E14549
Cobb County Georgia, N3345-N3405 W08420-W08445
Cobb Seamount, N4646-N4646 W13049-W13049
Cobequid Bay, N4514-N4525 W06322-W06400
Cobequid Highlands, N4500-N4600 W06245-W06400
Coburg Germany, N5015-N5015 E01058-E01058
Cochise County Arizona, N3120-N3223 W10904-W11028
Cochran County Texas, N3320-N3350 W10235-W10300
Cochrane District Ontario, N4830-N5220 W07920-W08640
Cocke County Tennessee, N3540-N3612 W08255-W08320
Coconino County Arizona, N3415-N3700 W11045-W11320
Cocos Islands, S1200-S1200 E09650-E09650
Cocos Ridge, N0000-N0900 W08300-W09230
Codington County South Dakota, N4445-N4510 W09655-W09730
Coeur d'Alene River, N4728-N4759 W11557-W11645
Coffee County Alabama, N3108-N3135 W08546-W08609
Coffee County Georgia, N3122-N3150 W08235-W08308
Coffee County Tennessee, N3520-N3543 W08553-W08621
Coffey County Kansas, N3805-N3825 W09530-W09555
Coimbatore India, N1100-N1100 E07657-E07657
Cojedes Venezuela, N0832-N1005 W06745-W06905
Coke County Texas, N3140-N3205 W10015-W10050
Colbert County Alabama, N3435-N3452 W08725-W08810
Colchester County Nova Scotia, N4505-N4545 W06240-W06410
Cold Lake, N5425-N5440 W10950-W11015
Cole County Missouri, N3820-N3845 W09200-W09230
Coleman County Texas, N3125-N3205 W09915-W09945
Coles Bay, S4204-S4204 E14820-E14820
Coles County Illinois, N3922-N3940 W08755-W08830
Colfax County Nebraska, N4122-N4143 W09654-W09717
Colfax County New Mexico, N3613-N3700 W10400-W10524
Colima, N1931-N1931 W10338-W10338
Colleton County South Carolina, N3229-N3312 W08020-W08105
Collier County Florida, N2545-N2630 W08050-W08150
Collin County Texas, N3300-N3320 W09615-W09645
Collingsworth County Texas, N3440-N3510 W10000-W10035
Cologne Germany, N5056-N5056 E00657-E00657
Colombia, S0400-N1215 W06700-W07900
Colorado, N3700-N4100 W10200-W10900
Colorado County Texas, N2915-N2955 W09610-W09650
Colorado Plateau, N3340-N4030 W10620-W11400
Colorado Springs Colorado, N3850-N3850 W10449-W10449
Colquitt County Georgia, N3105-N3120 W08329-W08400
Columbia Connecticut, N4143-N4143 W07218-W07218
Columbia County Arkansas, N3301-N3323 W09201-W09329
Columbia County Florida, N2950-N3033 W08225-W08245
Columbia County Georgia, N3323-N3340 W08202-W08226
Columbia County New York, N4158-N4232 W07322-W07354
Columbia County Oregon, N4543-N4613 W12247-W12323
Columbia County Pennsylvania, N4046-N4118 W07612-W07638
Columbia County Washington, N4600-N4636 W11737-W11815
Columbia County Wisconsin, N4317-N4338 W08901-W08948
Columbia Illinois, N3826-N3826 W09011-W09011
Columbia Kentucky, N3705-N3705 W08519-W08519
Columbia Louisiana, N3205-N3205 W09204-W09204
Columbia Missouri, N3858-N3858 W09220-W09220
Columbia Plateau, N4400-N4830 W11500-W12000
Columbia South Carolina, N3400-N3400 W08100-W08100
Columbia Tennessee, N3537-N3537 W08702-W08702
Columbiana County Ohio, N4035-N4055 W08031-W08105
Columbus Air Force Base, N333830-N333830 W0882630-W0882630
Columbus County North Carolina, N3358-N3428 W07812-W07905
Columbus Georgia, N3228-N3228 W08459-W08459
Columbus Ohio, N3959-N3959 W08303-W08303
Colusa County California, N3855-N3925 W12150-W12248
Comal County Texas, N2935-N3010 W09755-W09845
Comanche County Kansas, N3700-N3723 W09900-W09932
Comanche County Oklahoma, N3424-N3452 W09805-W09850
Comanche County Texas, N3138-N3218 W09808-W09855
Como, N4548-N4610 E00923-E00905
Comoro Islands, S1300-S1100 E04500-E04300
Compton County Quebec, N4501-N4540 W07107-W07145
Concho County Texas, N3105-N3130 W09935-W10010
Concordia Parish Louisiana, N3058-N3146 W09123-W09152
Conecuh County Alabama, N3110-N3145 W08640-W08728
Conejos County Colorado, N3700-N3722 W10540-W10645
Congo, S0500-N0340 E01840-E01100
Congo Democratic Republic, S1300-N0515 E03200-E01200
Connecticut, N4059-N4203 W07148-W07344
Connecticut River, N4115-N4503 W07122-W07242
Connecticut Valley, N4130-N4520 W07215-W07245
Connemara, N5315-N5340 W00900-W01020
Contra Costa County California, N3743-N3807 W12133-W12230
Contwoyto Lake, N6540-N6540 W11040-W11040
Converse County Wyoming, N4215-N4330 W10450-W10610
Conway County Arkansas, N3505-N3525 W09229-W09250
Cooch Behar India, N2620-N2620 E08930-E08930
Cook County Georgia, N3102-N3120 W08318-W08334
Cook County Illinois, N4128-N4210 W08731-W08817
Cook County Minnesota, N4728-N4815 W08935-W09103
Cook Islands, S2300-S1800 W15600-W16500
Cook Strait, S4200-S4030 E17520-E17400
Cooke County Texas, N3320-N3355 W09650-W09725
Cooma Australia, S3625-S3625 E14504-E14504
Cooper County Missouri, N3842-N3905 W09230-W09305
Coorong Lagoon, S3628-S3531 E13950-E13845
Coos Bay, N4323-N4323 W12412-W12412
Coos County New Hampshire, N4405-N4519 W07101-W07146
Coos County Oregon, N4239-N4337 W12343-W12429
Coosa County Alabama, N3245-N3306 W08600-W08633
Copiah County Mississippi, N3140-N3203 W09006-W09042
Copiapo Chile, S2720-S2720 W07023-W07023
Copiapo River, S2814-S2718 W06935-W07058
Coquimbo Chile, S3215-S2900 W06945-W07135
Coral Sea, S3000-S0400 E17000-E14230
Cordoba Argentina, S3500-S2920 W06130-W06545
Cordoba Spain, N3710-N3850 W00357-W00535
Corinth Greece, N3756-N3756 E02255-E02255
Cork Ireland, N5130-N5220 W00815-W01030
Cormeilles-en-Parisis France, N4858-N4858 E00213-E00213
Cornwall England, N5000-N5050 W00415-W00630
Cornwallis Island, N7430-N7530 W09330-W09700
Coromandel Coast, N1017-N1555 E08100-E07946
Coromandel Peninsula, S3711-S3629 E17555-E17520
Coronado National Forest, N3115-N3305 W10855-W11130
Correze France, N4450-N4545 E00230-E00110
Corrientes Argentina, S3000-S2700 W05600-W06000
Corsica, N4115-N4300 E00930-E00830
Corson County South Dakota, N4525-N4550 W10020-W10200
Cortez Colorado, N3722-N3722 W10836-W10836
Cortina d'Ampezzo Italy, N4633-N4633 E01208-E01208
Cortland County New York, N4224-N4247 W07550-W07615
Coryell County Texas, N3105-N3140 W09725-W09810
Coshocton County Ohio, N4007-N4027 W08137-W08213
Coso Hot Springs KGRA, N3602-N3603 W11745-W11747
Costa Rica, N0800-N1115 W08230-W08600
Costilla County Colorado, N3700-N3740 W10509-W10544
Cote-d'Or France, N4655-N4805 E00530-E00402
Cotentin Peninsula, N4913-N4944 W00106-W00156
Cotes-du-Nord France, N4800-N4900 W00200-W00345
Cotswold Hills, N5145-N5215 W00115-W00145
Cottageville Field, N3845-N3855 W08145-W08155
Cottbus Germany, N5143-N5143 E01421-E01421
Cottle County Texas, N3350-N3415 W10005-W10030
Cotton County Oklahoma, N3404-N3431 W09810-W09840
Cottonwood County Minnesota, N4350-N4412 W09450-W09525
Courland Spit, N5459-N5533 E02108-E02030
Covington County Alabama, N3100-N3130 W08612-W08642
Covington County Mississippi, N3125-N3147 W08922-W08941
Coweta County Georgia, N3315-N3331 W08429-W08500
Cowley County Kansas, N3700-N3727 W09635-W09710
Cowlitz County Washington, N4550-N4622 W12215-W12315
Cowlitz River, N4605-N4652 W12131-W12256
Craig County Oklahoma, N3631-N3700 W09500-W09525
Craig County Virginia, N3720-N3738 W07959-W08028
Craighead County Arkansas, N3542-N3600 W09015-W09104
Crane County Texas, N3100-N3140 W10217-W10246
Craven County North Carolina, N3450-N3520 W07640-W07725
Crawford County Arkansas, N3520-N3545 W09354-W09433
Crawford County Georgia, N3232-N3251 W08340-W08408
Crawford County Illinois, N3852-N3910 W08730-W08756
Crawford County Indiana, N3807-N3824 W08617-W08641
Crawford County Iowa, N4151-N4213 W09505-W09540
Crawford County Kansas, N3720-N3740 W09422-W09505
Crawford County Michigan, N4430-N4452 W08422-W08452
Crawford County Missouri, N3742-N3813 W09106-W09132
